candidate,party,office,district,town,votes,precinct
Mark DePonte,Democratic Party,State House,45,Voluntown,102,voluntown elementary school
Pamela Patalano,Democratic Party,State House,45,Voluntown,80,voluntown elementary school
Joe Biden,Democratic Party,President,,Wallingford,0,Cook Hill School
Bernie Sanders,Democratic Party,President,,Wallingford,0,Cook Hill School
Tulsi Gabbard,Democratic Party,President,,Wallingford,0,Cook Hill School
Uncommitted,Democratic Party,President,,Wallingford,0,Cook Hill School
Donald J. Trump,Republican Party,President,,Wallingford,0,Cook Hill School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Wallingford,0,Cook Hill School
Uncommitted,Republican Party,President,,Wallingford,0,Cook Hill School
Joe Biden,Democratic Party,President,,Wallingford,1879,Dag Hammarskjold Middle School
Bernie Sanders,Democratic Party,President,,Wallingford,281,Dag Hammarskjold Middle School
Tulsi Gabbard,Democratic Party,President,,Wallingford,23,Dag Hammarskjold Middle School
Uncommitted,Democratic Party,President,,Wallingford,41,Dag Hammarskjold Middle School
Donald J. Trump,Republican Party,President,,Wallingford,0,Dag Hammarskjold Middle School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Wallingford,0,Dag Hammarskjold Middle School
Uncommitted,Republican Party,President,,Wallingford,0,Dag Hammarskjold Middle School
Joe Biden,Democratic Party,President,,Wallingford,544,Evarts C. Stevens School
Bernie Sanders,Democratic Party,President,,Wallingford,127,Evarts C. Stevens School
Tulsi Gabbard,Democratic Party,President,,Wallingford,25,Evarts C. Stevens School
Uncommitted,Democratic Party,President,,Wallingford,28,Evarts C. Stevens School
Donald J. Trump,Republican Party,President,,Wallingford,0,Evarts C. Stevens School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Wallingford,0,Evarts C. Stevens School
Uncommitted,Republican Party,President,,Wallingford,0,Evarts C. Stevens School
Joe Biden,Democratic Party,President,,Wallingford,0,Moses Y. Beach School
Bernie Sanders,Democratic Party,President,,Wallingford,0,Moses Y. Beach School
Tulsi Gabbard,Democratic Party,President,,Wallingford,0,Moses Y. Beach School
Uncommitted,Democratic Party,President,,Wallingford,0,Moses Y. Beach School
Donald J. Trump,Republican Party,President,,Wallingford,323,Moses Y. Beach School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Wallingford,67,Moses Y. Beach School
Uncommitted,Republican Party,President,,Wallingford,90,Moses Y. Beach School
Joe Biden,Democratic Party,President,,Wallingford,0,Parker Farms School
Bernie Sanders,Democratic Party,President,,Wallingford,0,Parker Farms School
Tulsi Gabbard,Democratic Party,President,,Wallingford,0,Parker Farms School
Uncommitted,Democratic Party,President,,Wallingford,0,Parker Farms School
Donald J. Trump,Republican Party,President,,Wallingford,0,Parker Farms School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Wallingford,0,Parker Farms School
Uncommitted,Republican Party,President,,Wallingford,0,Parker Farms School
Joe Biden,Democratic Party,President,,Wallingford,0,Pond Hill School
Bernie Sanders,Democratic Party,President,,Wallingford,0,Pond Hill School
Tulsi Gabbard,Democratic Party,President,,Wallingford,0,Pond Hill School
Uncommitted,Democratic Party,President,,Wallingford,0,Pond Hill School
Donald J. Trump,Republican Party,President,,Wallingford,582,Pond Hill School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Wallingford,32,Pond Hill School
Uncommitted,Republican Party,President,,Wallingford,17,Pond Hill School
Joe Biden,Democratic Party,President,,Wallingford,0,Rock Hill School
Bernie Sanders,Democratic Party,President,,Wallingford,0,Rock Hill School
Tulsi Gabbard,Democratic Party,President,,Wallingford,0,Rock Hill School
Uncommitted,Democratic Party,President,,Wallingford,0,Rock Hill School
Donald J. Trump,Republican Party,President,,Wallingford,0,Rock Hill School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Wallingford,0,Rock Hill School
Uncommitted,Republican Party,President,,Wallingford,0,Rock Hill School
Joe Biden,Democratic Party,President,,Wallingford,0,Wallingford Senior Center
Bernie Sanders,Democratic Party,President,,Wallingford,0,Wallingford Senior Center
Tulsi Gabbard,Democratic Party,President,,Wallingford,0,Wallingford Senior Center
Uncommitted,Democratic Party,President,,Wallingford,0,Wallingford Senior Center
Donald J. Trump,Republican Party,President,,Wallingford,0,Wallingford Senior Center
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Wallingford,0,Wallingford Senior Center
Uncommitted,Republican Party,President,,Wallingford,0,Wallingford Senior Center
Joe Biden,Democratic Party,President,,Wallingford,0,Yalesville Elementary School
Bernie Sanders,Democratic Party,President,,Wallingford,0,Yalesville Elementary School
Tulsi Gabbard,Democratic Party,President,,Wallingford,0,Yalesville Elementary School
Uncommitted,Democratic Party,President,,Wallingford,0,Yalesville Elementary School
Donald J. Trump,Republican Party,President,,Wallingford,0,Yalesville Elementary School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Wallingford,0,Yalesville Elementary School
Uncommitted,Republican Party,President,,Wallingford,0,Yalesville Elementary School
Joe Biden,Democratic Party,President,,Warren,114,Town Hall
Bernie Sanders,Democratic Party,President,,Warren,15,Town Hall
Tulsi Gabbard,Democratic Party,President,,Warren,1,Town Hall
Uncommitted,Democratic Party,President,,Warren,0,Town Hall
Donald J. Trump,Republican Party,President,,Warren,70,Town Hall
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Warren,6,Town Hall
Uncommitted,Republican Party,President,,Warren,10,Town Hall
Joe Biden,Democratic Party,President,,Washington,293,Town Hall
Bernie Sanders,Democratic Party,President,,Washington,49,Town Hall
Tulsi Gabbard,Democratic Party,President,,Washington,0,Town Hall
Uncommitted,Democratic Party,President,,Washington,3,Town Hall
Donald J. Trump,Republican Party,President,,Washington,76,Town Hall
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Washington,9,Town Hall
Uncommitted,Republican Party,President,,Washington,17,Town Hall
Joe Biden,Democratic Party,President,,Waterbury,515,Gilmartin School
Bernie Sanders,Democratic Party,President,,Waterbury,87,Gilmartin School
Tulsi Gabbard,Democratic Party,President,,Waterbury,29,Gilmartin School
Uncommitted,Democratic Party,President,,Waterbury,40,Gilmartin School
Donald J. Trump,Republican Party,President,,Waterbury,171,Gilmartin School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Waterbury,11,Gilmartin School
Uncommitted,Republican Party,President,,Waterbury,26,Gilmartin School
Joe Biden,Democratic Party,President,,Waterbury,2978,Kennedy High School
Bernie Sanders,Democratic Party,President,,Waterbury,343,Kennedy High School
Tulsi Gabbard,Democratic Party,President,,Waterbury,78,Kennedy High School
Uncommitted,Democratic Party,President,,Waterbury,178,Kennedy High School
Donald J. Trump,Republican Party,President,,Waterbury,704,Kennedy High School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Waterbury,28,Kennedy High School
Uncommitted,Republican Party,President,,Waterbury,66,Kennedy High School
Joe Biden,Democratic Party,President,,Waterford,85,Great Neck School
Bernie Sanders,Democratic Party,President,,Waterford,13,Great Neck School
Tulsi Gabbard,Democratic Party,President,,Waterford,1,Great Neck School
Uncommitted,Democratic Party,President,,Waterford,2,Great Neck School
Donald J. Trump,Republican Party,President,,Waterford,88,Great Neck School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Waterford,1,Great Neck School
Uncommitted,Republican Party,President,,Waterford,5,Great Neck School
Thomas Gilmer,Republican Party,U.S. House,2,Waterford,35,Great Neck School
Justin Anderson,Republican Party,U.S. House,2,Waterford,48,Great Neck School
Joe Biden,Democratic Party,President,,Waterford,101,Oswegatchie School
Bernie Sanders,Democratic Party,President,,Waterford,22,Oswegatchie School
Tulsi Gabbard,Democratic Party,President,,Waterford,0,Oswegatchie School
Uncommitted,Democratic Party,President,,Waterford,3,Oswegatchie School
Donald J. Trump,Republican Party,President,,Waterford,81,Oswegatchie School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Waterford,3,Oswegatchie School
Uncommitted,Republican Party,President,,Waterford,1,Oswegatchie School
Thomas Gilmer,Republican Party,U.S. House,2,Waterford,33,Oswegatchie School
Justin Anderson,Republican Party,U.S. House,2,Waterford,36,Oswegatchie School
Joe Biden,Democratic Party,President,,Waterford,95,Quaker Hill School
Bernie Sanders,Democratic Party,President,,Waterford,19,Quaker Hill School
Tulsi Gabbard,Democratic Party,President,,Waterford,0,Quaker Hill School
Uncommitted,Democratic Party,President,,Waterford,3,Quaker Hill School
Donald J. Trump,Republican Party,President,,Waterford,74,Quaker Hill School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Waterford,0,Quaker Hill School
Uncommitted,Republican Party,President,,Waterford,6,Quaker Hill School
Thomas Gilmer,Republican Party,U.S. House,2,Waterford,33,Quaker Hill School
Justin Anderson,Republican Party,U.S. House,2,Waterford,36,Quaker Hill School
Joe Biden,Democratic Party,President,,Waterford,1171,Town Hall
Bernie Sanders,Democratic Party,President,,Waterford,157,Town Hall
Tulsi Gabbard,Democratic Party,President,,Waterford,19,Town Hall
Uncommitted,Democratic Party,President,,Waterford,33,Town Hall
Donald J. Trump,Republican Party,President,,Waterford,240,Town Hall
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Waterford,41,Town Hall
Uncommitted,Republican Party,President,,Waterford,63,Town Hall
Thomas Gilmer,Republican Party,U.S. House,2,Waterford,155,Town Hall
Justin Anderson,Republican Party,U.S. House,2,Waterford,128,Town Hall
Joe Biden,Democratic Party,President,,Watertown,65,Judson School
Bernie Sanders,Democratic Party,President,,Watertown,20,Judson School
Tulsi Gabbard,Democratic Party,President,,Watertown,5,Judson School
Uncommitted,Democratic Party,President,,Watertown,4,Judson School
Donald J. Trump,Republican Party,President,,Watertown,130,Judson School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Watertown,3,Judson School
Uncommitted,Republican Party,President,,Watertown,8,Judson School
Joe Biden,Democratic Party,President,,Watertown,58,Polk School
Bernie Sanders,Democratic Party,President,,Watertown,12,Polk School
Tulsi Gabbard,Democratic Party,President,,Watertown,1,Polk School
Uncommitted,Democratic Party,President,,Watertown,8,Polk School
Donald J. Trump,Republican Party,President,,Watertown,122,Polk School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Watertown,5,Polk School
Uncommitted,Republican Party,President,,Watertown,3,Polk School
Joe Biden,Democratic Party,President,,Watertown,64,Swift Middle School
Bernie Sanders,Democratic Party,President,,Watertown,6,Swift Middle School
Tulsi Gabbard,Democratic Party,President,,Watertown,2,Swift Middle School
Uncommitted,Democratic Party,President,,Watertown,9,Swift Middle School
Donald J. Trump,Republican Party,President,,Watertown,129,Swift Middle School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Watertown,5,Swift Middle School
Uncommitted,Republican Party,President,,Watertown,3,Swift Middle School
Joe Biden,Democratic Party,President,,Watertown,557,Watertown High School
Bernie Sanders,Democratic Party,President,,Watertown,78,Watertown High School
Tulsi Gabbard,Democratic Party,President,,Watertown,7,Watertown High School
Uncommitted,Democratic Party,President,,Watertown,30,Watertown High School
Donald J. Trump,Republican Party,President,,Watertown,392,Watertown High School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Watertown,28,Watertown High School
Uncommitted,Republican Party,President,,Watertown,50,Watertown High School
Joe Biden,Democratic Party,President,,West Hartford,202,Braeburn School
Bernie Sanders,Democratic Party,President,,West Hartford,30,Braeburn School
Tulsi Gabbard,Democratic Party,President,,West Hartford,3,Braeburn School
Uncommitted,Democratic Party,President,,West Hartford,3,Braeburn School
Donald J. Trump,Republican Party,President,,West Hartford,81,Braeburn School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,West Hartford,3,Braeburn School
Uncommitted,Republican Party,President,,West Hartford,8,Braeburn School
Mary Fay,Republican Party,U.S. House,1,West Hartford,50,Braeburn School
Jim Griffin,Republican Party,U.S. House,1,West Hartford,34,Braeburn School
Joe Biden,Democratic Party,President,,West Hartford,196,Bristow Middle School
Bernie Sanders,Democratic Party,President,,West Hartford,26,Bristow Middle School
Tulsi Gabbard,Democratic Party,President,,West Hartford,2,Bristow Middle School
Uncommitted,Democratic Party,President,,West Hartford,2,Bristow Middle School
Donald J. Trump,Republican Party,President,,West Hartford,55,Bristow Middle School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,West Hartford,1,Bristow Middle School
Uncommitted,Republican Party,President,,West Hartford,5,Bristow Middle School
Mary Fay,Republican Party,U.S. House,1,West Hartford,40,Bristow Middle School
Jim Griffin,Republican Party,U.S. House,1,West Hartford,20,Bristow Middle School
Joe Biden,Democratic Party,President,,West Hartford,6286,Charter Oak International Academy
Bernie Sanders,Democratic Party,President,,West Hartford,799,Charter Oak International Academy
Tulsi Gabbard,Democratic Party,President,,West Hartford,55,Charter Oak International Academy
Uncommitted,Democratic Party,President,,West Hartford,91,Charter Oak International Academy
Donald J. Trump,Republican Party,President,,West Hartford,61,Charter Oak International Academy
"Roque ""Rocky"" De La Fuente",Republican Party,President,,West Hartford,2,Charter Oak International Academy
Uncommitted,Republican Party,President,,West Hartford,3,Charter Oak International Academy
Kate Farrar,Democratic Party,State House,20,West Hartford,1714,Charter Oak International Academy
Sherry Haller,Democratic Party,State House,20,West Hartford,661,Charter Oak International Academy
Mary Fay,Republican Party,U.S. House,1,West Hartford,36,Charter Oak International Academy
Jim Griffin,Republican Party,U.S. House,1,West Hartford,25,Charter Oak International Academy
Joe Biden,Democratic Party,President,,West Hartford,211,Conard High School
Bernie Sanders,Democratic Party,President,,West Hartford,44,Conard High School
Tulsi Gabbard,Democratic Party,President,,West Hartford,6,Conard High School
Uncommitted,Democratic Party,President,,West Hartford,6,Conard High School
Donald J. Trump,Republican Party,President,,West Hartford,78,Conard High School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,West Hartford,3,Conard High School
Uncommitted,Republican Party,President,,West Hartford,10,Conard High School
Kate Farrar,Democratic Party,State House,20,West Hartford,200,Conard High School
Sherry Haller,Democratic Party,State House,20,West Hartford,66,Conard High School
Mary Fay,Republican Party,U.S. House,1,West Hartford,58,Conard High School
Jim Griffin,Republican Party,U.S. House,1,West Hartford,25,Conard High School
Joe Biden,Democratic Party,President,,West Hartford,119,Hall High School
Bernie Sanders,Democratic Party,President,,West Hartford,21,Hall High School
Tulsi Gabbard,Democratic Party,President,,West Hartford,4,Hall High School
Uncommitted,Democratic Party,President,,West Hartford,2,Hall High School
Donald J. Trump,Republican Party,President,,West Hartford,46,Hall High School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,West Hartford,6,Hall High School
Uncommitted,Republican Party,President,,West Hartford,7,Hall High School
Mary Fay,Republican Party,U.S. House,1,West Hartford,34,Hall High School
Jim Griffin,Republican Party,U.S. House,1,West Hartford,21,Hall High School
Joe Biden,Democratic Party,President,,West Hartford,145,King Philip Middle School
Bernie Sanders,Democratic Party,President,,West Hartford,28,King Philip Middle School
Tulsi Gabbard,Democratic Party,President,,West Hartford,8,King Philip Middle School
Uncommitted,Democratic Party,President,,West Hartford,8,King Philip Middle School
Donald J. Trump,Republican Party,President,,West Hartford,450,King Philip Middle School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,West Hartford,122,King Philip Middle School
Uncommitted,Republican Party,President,,West Hartford,266,King Philip Middle School
Mary Fay,Republican Party,U.S. House,1,West Hartford,546,King Philip Middle School
Jim Griffin,Republican Party,U.S. House,1,West Hartford,231,King Philip Middle School
Joe Biden,Democratic Party,President,,West Hartford,176,Sedgwick Middle School
Bernie Sanders,Democratic Party,President,,West Hartford,31,Sedgwick Middle School
Tulsi Gabbard,Democratic Party,President,,West Hartford,3,Sedgwick Middle School
Uncommitted,Democratic Party,President,,West Hartford,4,Sedgwick Middle School
Donald J. Trump,Republican Party,President,,West Hartford,65,Sedgwick Middle School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,West Hartford,8,Sedgwick Middle School
Uncommitted,Republican Party,President,,West Hartford,15,Sedgwick Middle School
Mary Fay,Republican Party,U.S. House,1,West Hartford,51,Sedgwick Middle School
Jim Griffin,Republican Party,U.S. House,1,West Hartford,24,Sedgwick Middle School
Joe Biden,Democratic Party,President,,West Hartford,195,West Hartford Town Hall
Bernie Sanders,Democratic Party,President,,West Hartford,55,West Hartford Town Hall
Tulsi Gabbard,Democratic Party,President,,West Hartford,5,West Hartford Town Hall
Uncommitted,Democratic Party,President,,West Hartford,4,West Hartford Town Hall
Donald J. Trump,Republican Party,President,,West Hartford,34,West Hartford Town Hall
"Roque ""Rocky"" De La Fuente",Republican Party,President,,West Hartford,6,West Hartford Town Hall
Uncommitted,Republican Party,President,,West Hartford,5,West Hartford Town Hall
Mary Fay,Republican Party,U.S. House,1,West Hartford,26,West Hartford Town Hall
Jim Griffin,Republican Party,U.S. House,1,West Hartford,18,West Hartford Town Hall
Joe Biden,Democratic Party,President,,West Hartford,236,Wolcott School
Bernie Sanders,Democratic Party,President,,West Hartford,46,Wolcott School
Tulsi Gabbard,Democratic Party,President,,West Hartford,3,Wolcott School
Uncommitted,Democratic Party,President,,West Hartford,9,Wolcott School
Donald J. Trump,Republican Party,President,,West Hartford,55,Wolcott School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,West Hartford,2,Wolcott School
Uncommitted,Republican Party,President,,West Hartford,10,Wolcott School
Kate Farrar,Democratic Party,State House,20,West Hartford,200,Wolcott School
Sherry Haller,Democratic Party,State House,20,West Hartford,95,Wolcott School
Mary Fay,Republican Party,U.S. House,1,West Hartford,32,Wolcott School
Jim Griffin,Republican Party,U.S. House,1,West Hartford,31,Wolcott School
Joe Biden,Democratic Party,President,,West Haven,178,Ann V. Molloy School
Bernie Sanders,Democratic Party,President,,West Haven,11,Ann V. Molloy School
Tulsi Gabbard,Democratic Party,President,,West Haven,1,Ann V. Molloy School
Uncommitted,Democratic Party,President,,West Haven,6,Ann V. Molloy School
Donald J. Trump,Republican Party,President,,West Haven,9,Ann V. Molloy School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,West Haven,4,Ann V. Molloy School
Uncommitted,Republican Party,President,,West Haven,0,Ann V. Molloy School
Joe Biden,Democratic Party,President,,West Haven,624,Elks Lodge #1537
Bernie Sanders,Democratic Party,President,,West Haven,82,Elks Lodge #1537
Tulsi Gabbard,Democratic Party,President,,West Haven,5,Elks Lodge #1537
Uncommitted,Democratic Party,President,,West Haven,31,Elks Lodge #1537
Donald J. Trump,Republican Party,President,,West Haven,138,Elks Lodge #1537
"Roque ""Rocky"" De La Fuente",Republican Party,President,,West Haven,19,Elks Lodge #1537
Uncommitted,Republican Party,President,,West Haven,22,Elks Lodge #1537
Joe Biden,Democratic Party,President,,West Haven,165,Forest School
Bernie Sanders,Democratic Party,President,,West Haven,17,Forest School
Tulsi Gabbard,Democratic Party,President,,West Haven,3,Forest School
Uncommitted,Democratic Party,President,,West Haven,5,Forest School
Donald J. Trump,Republican Party,President,,West Haven,26,Forest School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,West Haven,1,Forest School
Uncommitted,Republican Party,President,,West Haven,1,Forest School
Joe Biden,Democratic Party,President,,West Haven,123,Mackrille School
Bernie Sanders,Democratic Party,President,,West Haven,23,Mackrille School
Tulsi Gabbard,Democratic Party,President,,West Haven,9,Mackrille School
Uncommitted,Democratic Party,President,,West Haven,20,Mackrille School
Donald J. Trump,Republican Party,President,,West Haven,41,Mackrille School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,West Haven,1,Mackrille School
Uncommitted,Republican Party,President,,West Haven,1,Mackrille School
Joe Biden,Democratic Party,President,,West Haven,109,Pagels School
Bernie Sanders,Democratic Party,President,,West Haven,16,Pagels School
Tulsi Gabbard,Democratic Party,President,,West Haven,20,Pagels School
Uncommitted,Democratic Party,President,,West Haven,9,Pagels School
Donald J. Trump,Republican Party,President,,West Haven,66,Pagels School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,West Haven,1,Pagels School
Uncommitted,Republican Party,President,,West Haven,4,Pagels School
Joe Biden,Democratic Party,President,,West Haven,1014,Savin Rock School
Bernie Sanders,Democratic Party,President,,West Haven,119,Savin Rock School
Tulsi Gabbard,Democratic Party,President,,West Haven,20,Savin Rock School
Uncommitted,Democratic Party,President,,West Haven,49,Savin Rock School
Donald J. Trump,Republican Party,President,,West Haven,59,Savin Rock School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,West Haven,9,Savin Rock School
Uncommitted,Republican Party,President,,West Haven,13,Savin Rock School
Joe Biden,Democratic Party,President,,West Haven,137,Seth Haley School
Bernie Sanders,Democratic Party,President,,West Haven,32,Seth Haley School
Tulsi Gabbard,Democratic Party,President,,West Haven,6,Seth Haley School
Uncommitted,Democratic Party,President,,West Haven,21,Seth Haley School
Donald J. Trump,Republican Party,President,,West Haven,89,Seth Haley School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,West Haven,3,Seth Haley School
Uncommitted,Republican Party,President,,West Haven,2,Seth Haley School
Joe Biden,Democratic Party,President,,West Haven,173,Simchat Yisrael
Bernie Sanders,Democratic Party,President,,West Haven,7,Simchat Yisrael
Tulsi Gabbard,Democratic Party,President,,West Haven,1,Simchat Yisrael
Uncommitted,Democratic Party,President,,West Haven,3,Simchat Yisrael
Donald J. Trump,Republican Party,President,,West Haven,13,Simchat Yisrael
"Roque ""Rocky"" De La Fuente",Republican Party,President,,West Haven,2,Simchat Yisrael
Uncommitted,Republican Party,President,,West Haven,2,Simchat Yisrael
Joe Biden,Democratic Party,President,,West Haven,70,St Paul's Church Hall
Bernie Sanders,Democratic Party,President,,West Haven,14,St Paul's Church Hall
Tulsi Gabbard,Democratic Party,President,,West Haven,1,St Paul's Church Hall
Uncommitted,Democratic Party,President,,West Haven,1,St Paul's Church Hall
Donald J. Trump,Republican Party,President,,West Haven,20,St Paul's Church Hall
"Roque ""Rocky"" De La Fuente",Republican Party,President,,West Haven,2,St Paul's Church Hall
Uncommitted,Republican Party,President,,West Haven,1,St Paul's Church Hall
Joe Biden,Democratic Party,President,,West Haven,131,Washington School
Bernie Sanders,Democratic Party,President,,West Haven,24,Washington School
Tulsi Gabbard,Democratic Party,President,,West Haven,7,Washington School
Uncommitted,Democratic Party,President,,West Haven,13,Washington School
Donald J. Trump,Republican Party,President,,West Haven,32,Washington School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,West Haven,1,Washington School
Uncommitted,Republican Party,President,,West Haven,0,Washington School
Joe Biden,Democratic Party,President,,Westbrook,469,Teresa Mulvey Municipal Center - 1
Bernie Sanders,Democratic Party,President,,Westbrook,46,Teresa Mulvey Municipal Center - 1
Tulsi Gabbard,Democratic Party,President,,Westbrook,4,Teresa Mulvey Municipal Center - 1
Uncommitted,Democratic Party,President,,Westbrook,13,Teresa Mulvey Municipal Center - 1
Donald J. Trump,Republican Party,President,,Westbrook,127,Teresa Mulvey Municipal Center - 1
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Westbrook,21,Teresa Mulvey Municipal Center - 1
Uncommitted,Republican Party,President,,Westbrook,24,Teresa Mulvey Municipal Center - 1
Thomas Gilmer,Republican Party,U.S. House,2,Westbrook,88,Teresa Mulvey Municipal Center - 1
Justin Anderson,Republican Party,U.S. House,2,Westbrook,64,Teresa Mulvey Municipal Center - 1
Donald J. Trump,Republican Party,President,,Westbrook,126,Theresa Mulvey Municipal Center - 2
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Westbrook,10,Theresa Mulvey Municipal Center - 2
Uncommitted,Republican Party,President,,Westbrook,23,Theresa Mulvey Municipal Center - 2
Thomas Gilmer,Republican Party,U.S. House,2,Westbrook,74,Theresa Mulvey Municipal Center - 2
Justin Anderson,Republican Party,U.S. House,2,Westbrook,56,Theresa Mulvey Municipal Center - 2
Donald J. Trump,Republican Party,President,,Weston,151,Weston Middle School - 26
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Weston,15,Weston Middle School - 26
Uncommitted,Republican Party,President,,Weston,50,Weston Middle School - 26
William Duff,Republican Party,State Senate,26,Weston,92,Weston Middle School - 26
Kim Healy,Republican Party,State Senate,26,Weston,123,Weston Middle School - 26
Donald J. Trump,Republican Party,President,,Weston,75,Weston Middle School - 28
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Weston,14,Weston Middle School - 28
Uncommitted,Republican Party,President,,Weston,29,Weston Middle School - 28
Joe Biden,Democratic Party,President,,Weston,1061,Weston Middle School Local District - 3
Bernie Sanders,Democratic Party,President,,Weston,99,Weston Middle School Local District - 3
Tulsi Gabbard,Democratic Party,President,,Weston,3,Weston Middle School Local District - 3
Uncommitted,Democratic Party,President,,Weston,6,Weston Middle School Local District - 3
Joe Biden,Democratic Party,President,,Westport,2434,Bedford Middle School 136 26
Bernie Sanders,Democratic Party,President,,Westport,174,Bedford Middle School 136 26
Tulsi Gabbard,Democratic Party,President,,Westport,15,Bedford Middle School 136 26
Uncommitted,Democratic Party,President,,Westport,21,Bedford Middle School 136 26
Donald J. Trump,Republican Party,President,,Westport,495,Bedford Middle School 136 26
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Westport,63,Bedford Middle School 136 26
Uncommitted,Republican Party,President,,Westport,167,Bedford Middle School 136 26
William Duff,Republican Party,State Senate,26,Westport,210,Bedford Middle School 136 26
Kim Healy,Republican Party,State Senate,26,Westport,480,Bedford Middle School 136 26
Joe Biden,Democratic Party,President,,Westport,364,Bedford Middle School 136-28
Bernie Sanders,Democratic Party,President,,Westport,30,Bedford Middle School 136-28
Tulsi Gabbard,Democratic Party,President,,Westport,6,Bedford Middle School 136-28
Uncommitted,Democratic Party,President,,Westport,3,Bedford Middle School 136-28
Donald J. Trump,Republican Party,President,,Westport,59,Bedford Middle School 136-28
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Westport,10,Bedford Middle School 136-28
Uncommitted,Republican Party,President,,Westport,26,Bedford Middle School 136-28
Joe Biden,Democratic Party,President,,Westport,191,Bedford Middle School 143-26
Bernie Sanders,Democratic Party,President,,Westport,20,Bedford Middle School 143-26
Tulsi Gabbard,Democratic Party,President,,Westport,2,Bedford Middle School 143-26
Uncommitted,Democratic Party,President,,Westport,1,Bedford Middle School 143-26
Donald J. Trump,Republican Party,President,,Westport,64,Bedford Middle School 143-26
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Westport,2,Bedford Middle School 143-26
Uncommitted,Republican Party,President,,Westport,23,Bedford Middle School 143-26
William Duff,Republican Party,State Senate,26,Westport,21,Bedford Middle School 143-26
Kim Healy,Republican Party,State Senate,26,Westport,66,Bedford Middle School 143-26
Joe Biden,Democratic Party,President,,Wethersfield,128,Emerson Williams School
Bernie Sanders,Democratic Party,President,,Wethersfield,31,Emerson Williams School
Tulsi Gabbard,Democratic Party,President,,Wethersfield,4,Emerson Williams School
Uncommitted,Democratic Party,President,,Wethersfield,8,Emerson Williams School
Donald J. Trump,Republican Party,President,,Wethersfield,77,Emerson Williams School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Wethersfield,3,Emerson Williams School
Uncommitted,Republican Party,President,,Wethersfield,3,Emerson Williams School
Amy Morrin Bello,Democratic Party,State House,28,Wethersfield,96,Emerson Williams School
Paul Montinieri,Democratic Party,State House,28,Wethersfield,82,Emerson Williams School
Mary Fay,Republican Party,U.S. House,1,Wethersfield,44,Emerson Williams School
Mary Fay,Republican Party,U.S. House,1,Wethersfield,44,Emerson Williams School
Jim Griffin,Republican Party,U.S. House,1,Wethersfield,33,Emerson Williams School
Jim Griffin,Republican Party,U.S. House,1,Wethersfield,33,Emerson Williams School
Joe Biden,Democratic Party,President,,Wethersfield,1999,Incarnation Church Hall
Bernie Sanders,Democratic Party,President,,Wethersfield,269,Incarnation Church Hall
Tulsi Gabbard,Democratic Party,President,,Wethersfield,37,Incarnation Church Hall
Uncommitted,Democratic Party,President,,Wethersfield,83,Incarnation Church Hall
Donald J. Trump,Republican Party,President,,Wethersfield,304,Incarnation Church Hall
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Wethersfield,50,Incarnation Church Hall
