candidate,party,office,district,town,votes,precinct
Thad Gray,Independent Party,Treasurer,,Stamford,27,Turn Of River School
Thad Gray,Independent Party,Treasurer,,Stamford,28,Turn Of River School
Jesse Brohinsky,Libertarian Party,Treasurer,,Stamford,6,Turn Of River School
Jesse Brohinsky,Libertarian Party,Treasurer,,Stamford,7,Turn Of River School
W. Michael Downes,Write In,Treasurer,,Stamford,0,Turn Of River School
W. Michael Downes,Write In,Treasurer,,Stamford,0,Turn Of River School
Shawn Wooden,Democratic Party,Treasurer,,Stamford,2417,Westover School
Thad Gray,Republican Party,Treasurer,,Stamford,404,Westover School
Shawn Wooden,Working Families Party,Treasurer,,Stamford,47,Westover School
Thad Gray,Independent Party,Treasurer,,Stamford,39,Westover School
Jesse Brohinsky,Libertarian Party,Treasurer,,Stamford,15,Westover School
W. Michael Downes,Write In,Treasurer,,Stamford,0,Westover School
Shawn Wooden,Democratic Party,Treasurer,,Sterling,416,Sterling Municipal Building
Thad Gray,Republican Party,Treasurer,,Sterling,752,Sterling Municipal Building
Shawn Wooden,Working Families Party,Treasurer,,Sterling,38,Sterling Municipal Building
Thad Gray,Independent Party,Treasurer,,Sterling,37,Sterling Municipal Building
Jesse Brohinsky,Libertarian Party,Treasurer,,Sterling,31,Sterling Municipal Building
W. Michael Downes,Write In,Treasurer,,Sterling,0,Sterling Municipal Building
Shawn Wooden,Democratic Party,Treasurer,,Stonington,1069,BF Hoxie Engine Company
Thad Gray,Republican Party,Treasurer,,Stonington,627,BF Hoxie Engine Company
Shawn Wooden,Working Families Party,Treasurer,,Stonington,19,BF Hoxie Engine Company
Thad Gray,Independent Party,Treasurer,,Stonington,21,BF Hoxie Engine Company
Jesse Brohinsky,Libertarian Party,Treasurer,,Stonington,20,BF Hoxie Engine Company
W. Michael Downes,Write In,Treasurer,,Stonington,0,BF Hoxie Engine Company
Shawn Wooden,Democratic Party,Treasurer,,Stonington,606,Board Of Education Administration Building
Thad Gray,Republican Party,Treasurer,,Stonington,456,Board Of Education Administration Building
Shawn Wooden,Working Families Party,Treasurer,,Stonington,22,Board Of Education Administration Building
Thad Gray,Independent Party,Treasurer,,Stonington,23,Board Of Education Administration Building
Jesse Brohinsky,Libertarian Party,Treasurer,,Stonington,12,Board Of Education Administration Building
W. Michael Downes,Write In,Treasurer,,Stonington,0,Board Of Education Administration Building
Shawn Wooden,Democratic Party,Treasurer,,Stonington,1878,Pawcatuck Fire House
Thad Gray,Republican Party,Treasurer,,Stonington,1367,Pawcatuck Fire House
Shawn Wooden,Working Families Party,Treasurer,,Stonington,104,Pawcatuck Fire House
Thad Gray,Independent Party,Treasurer,,Stonington,73,Pawcatuck Fire House
Jesse Brohinsky,Libertarian Party,Treasurer,,Stonington,49,Pawcatuck Fire House
W. Michael Downes,Write In,Treasurer,,Stonington,0,Pawcatuck Fire House
Shawn Wooden,Democratic Party,Treasurer,,Stonington,478,Stonington Fire Houe
Thad Gray,Republican Party,Treasurer,,Stonington,400,Stonington Fire Houe
Shawn Wooden,Working Families Party,Treasurer,,Stonington,16,Stonington Fire Houe
Thad Gray,Independent Party,Treasurer,,Stonington,15,Stonington Fire Houe
Jesse Brohinsky,Libertarian Party,Treasurer,,Stonington,7,Stonington Fire Houe
W. Michael Downes,Write In,Treasurer,,Stonington,0,Stonington Fire Houe
Shawn Wooden,Democratic Party,Treasurer,,Stonington,1087,Stonington Fire House
Thad Gray,Republican Party,Treasurer,,Stonington,512,Stonington Fire House
Shawn Wooden,Working Families Party,Treasurer,,Stonington,24,Stonington Fire House
Thad Gray,Independent Party,Treasurer,,Stonington,29,Stonington Fire House
Jesse Brohinsky,Libertarian Party,Treasurer,,Stonington,11,Stonington Fire House
W. Michael Downes,Write In,Treasurer,,Stonington,0,Stonington Fire House
Shawn Wooden,Democratic Party,Treasurer,,Stratford,694,Bunnell High School 120 21
Thad Gray,Republican Party,Treasurer,,Stratford,774,Bunnell High School 120 21
Shawn Wooden,Working Families Party,Treasurer,,Stratford,22,Bunnell High School 120 21
Thad Gray,Independent Party,Treasurer,,Stratford,17,Bunnell High School 120 21
Jesse Brohinsky,Libertarian Party,Treasurer,,Stratford,17,Bunnell High School 120 21
W. Michael Downes,Write In,Treasurer,,Stratford,0,Bunnell High School 120 21
Shawn Wooden,Democratic Party,Treasurer,,Stratford,547,Bunnell High Scool 122-21
Thad Gray,Republican Party,Treasurer,,Stratford,526,Bunnell High Scool 122-21
Shawn Wooden,Working Families Party,Treasurer,,Stratford,13,Bunnell High Scool 122-21
Thad Gray,Independent Party,Treasurer,,Stratford,10,Bunnell High Scool 122-21
Jesse Brohinsky,Libertarian Party,Treasurer,,Stratford,6,Bunnell High Scool 122-21
W. Michael Downes,Write In,Treasurer,,Stratford,0,Bunnell High Scool 122-21
Shawn Wooden,Democratic Party,Treasurer,,Stratford,428,Chapel Street School 120-21
Thad Gray,Republican Party,Treasurer,,Stratford,458,Chapel Street School 120-21
Shawn Wooden,Working Families Party,Treasurer,,Stratford,6,Chapel Street School 120-21
Thad Gray,Independent Party,Treasurer,,Stratford,13,Chapel Street School 120-21
Jesse Brohinsky,Libertarian Party,Treasurer,,Stratford,8,Chapel Street School 120-21
W. Michael Downes,Write In,Treasurer,,Stratford,0,Chapel Street School 120-21
Shawn Wooden,Democratic Party,Treasurer,,Stratford,797,Chapel Street School 122 21
Thad Gray,Republican Party,Treasurer,,Stratford,690,Chapel Street School 122 21
Shawn Wooden,Working Families Party,Treasurer,,Stratford,16,Chapel Street School 122 21
Thad Gray,Independent Party,Treasurer,,Stratford,26,Chapel Street School 122 21
Jesse Brohinsky,Libertarian Party,Treasurer,,Stratford,12,Chapel Street School 122 21
W. Michael Downes,Write In,Treasurer,,Stratford,0,Chapel Street School 122 21
Shawn Wooden,Democratic Party,Treasurer,,Stratford,507,Franklin School 121 23
Thad Gray,Republican Party,Treasurer,,Stratford,130,Franklin School 121 23
Shawn Wooden,Working Families Party,Treasurer,,Stratford,22,Franklin School 121 23
Thad Gray,Independent Party,Treasurer,,Stratford,5,Franklin School 121 23
Jesse Brohinsky,Libertarian Party,Treasurer,,Stratford,8,Franklin School 121 23
W. Michael Downes,Write In,Treasurer,,Stratford,0,Franklin School 121 23
Shawn Wooden,Democratic Party,Treasurer,,Stratford,468,Franklin School 121-21
Thad Gray,Republican Party,Treasurer,,Stratford,197,Franklin School 121-21
Shawn Wooden,Working Families Party,Treasurer,,Stratford,13,Franklin School 121-21
Thad Gray,Independent Party,Treasurer,,Stratford,10,Franklin School 121-21
Jesse Brohinsky,Libertarian Party,Treasurer,,Stratford,7,Franklin School 121-21
W. Michael Downes,Write In,Treasurer,,Stratford,0,Franklin School 121-21
Shawn Wooden,Democratic Party,Treasurer,,Stratford,1220,Johnson House 121 23
Thad Gray,Republican Party,Treasurer,,Stratford,179,Johnson House 121 23
Shawn Wooden,Working Families Party,Treasurer,,Stratford,40,Johnson House 121 23
Thad Gray,Independent Party,Treasurer,,Stratford,14,Johnson House 121 23
Jesse Brohinsky,Libertarian Party,Treasurer,,Stratford,14,Johnson House 121 23
W. Michael Downes,Write In,Treasurer,,Stratford,0,Johnson House 121 23
Shawn Wooden,Democratic Party,Treasurer,,Stratford,135,Johnson House 121-21
Thad Gray,Republican Party,Treasurer,,Stratford,43,Johnson House 121-21
Shawn Wooden,Working Families Party,Treasurer,,Stratford,7,Johnson House 121-21
Thad Gray,Independent Party,Treasurer,,Stratford,4,Johnson House 121-21
Jesse Brohinsky,Libertarian Party,Treasurer,,Stratford,3,Johnson House 121-21
W. Michael Downes,Write In,Treasurer,,Stratford,0,Johnson House 121-21
Shawn Wooden,Democratic Party,Treasurer,,Stratford,262,Lordship Elementary School 120 21
Thad Gray,Republican Party,Treasurer,,Stratford,161,Lordship Elementary School 120 21
Shawn Wooden,Working Families Party,Treasurer,,Stratford,6,Lordship Elementary School 120 21
Thad Gray,Independent Party,Treasurer,,Stratford,5,Lordship Elementary School 120 21
Jesse Brohinsky,Libertarian Party,Treasurer,,Stratford,4,Lordship Elementary School 120 21
W. Michael Downes,Write In,Treasurer,,Stratford,0,Lordship Elementary School 120 21
Shawn Wooden,Democratic Party,Treasurer,,Stratford,985,Lordship Elementary School 121 21
Thad Gray,Republican Party,Treasurer,,Stratford,978,Lordship Elementary School 121 21
Shawn Wooden,Working Families Party,Treasurer,,Stratford,35,Lordship Elementary School 121 21
Thad Gray,Independent Party,Treasurer,,Stratford,24,Lordship Elementary School 121 21
Jesse Brohinsky,Libertarian Party,Treasurer,,Stratford,24,Lordship Elementary School 121 21
W. Michael Downes,Write In,Treasurer,,Stratford,0,Lordship Elementary School 121 21
Shawn Wooden,Democratic Party,Treasurer,,Stratford,165,Nichols School 120-21
Thad Gray,Republican Party,Treasurer,,Stratford,113,Nichols School 120-21
Shawn Wooden,Working Families Party,Treasurer,,Stratford,10,Nichols School 120-21
Thad Gray,Independent Party,Treasurer,,Stratford,5,Nichols School 120-21
Jesse Brohinsky,Libertarian Party,Treasurer,,Stratford,2,Nichols School 120-21
W. Michael Downes,Write In,Treasurer,,Stratford,0,Nichols School 120-21
Shawn Wooden,Democratic Party,Treasurer,,Stratford,850,Nichols School 121 21
Thad Gray,Republican Party,Treasurer,,Stratford,358,Nichols School 121 21
Shawn Wooden,Working Families Party,Treasurer,,Stratford,28,Nichols School 121 21
Thad Gray,Independent Party,Treasurer,,Stratford,12,Nichols School 121 21
Jesse Brohinsky,Libertarian Party,Treasurer,,Stratford,14,Nichols School 121 21
W. Michael Downes,Write In,Treasurer,,Stratford,0,Nichols School 121 21
Shawn Wooden,Democratic Party,Treasurer,,Stratford,1018,Second Hill Lane 120 21
Thad Gray,Republican Party,Treasurer,,Stratford,951,Second Hill Lane 120 21
Shawn Wooden,Working Families Party,Treasurer,,Stratford,54,Second Hill Lane 120 21
Thad Gray,Independent Party,Treasurer,,Stratford,39,Second Hill Lane 120 21
Jesse Brohinsky,Libertarian Party,Treasurer,,Stratford,15,Second Hill Lane 120 21
W. Michael Downes,Write In,Treasurer,,Stratford,0,Second Hill Lane 120 21
Shawn Wooden,Democratic Party,Treasurer,,Stratford,653,Stratford High School 120 21
Thad Gray,Republican Party,Treasurer,,Stratford,471,Stratford High School 120 21
Shawn Wooden,Working Families Party,Treasurer,,Stratford,25,Stratford High School 120 21
Thad Gray,Independent Party,Treasurer,,Stratford,16,Stratford High School 120 21
Jesse Brohinsky,Libertarian Party,Treasurer,,Stratford,17,Stratford High School 120 21
W. Michael Downes,Write In,Treasurer,,Stratford,0,Stratford High School 120 21
Shawn Wooden,Democratic Party,Treasurer,,Stratford,30,Stratford High School 121 23
Thad Gray,Republican Party,Treasurer,,Stratford,12,Stratford High School 121 23
Shawn Wooden,Working Families Party,Treasurer,,Stratford,3,Stratford High School 121 23
Thad Gray,Independent Party,Treasurer,,Stratford,2,Stratford High School 121 23
Jesse Brohinsky,Libertarian Party,Treasurer,,Stratford,0,Stratford High School 121 23
W. Michael Downes,Write In,Treasurer,,Stratford,0,Stratford High School 121 23
Shawn Wooden,Democratic Party,Treasurer,,Stratford,456,Stratford High School 121-21
Thad Gray,Republican Party,Treasurer,,Stratford,248,Stratford High School 121-21
Shawn Wooden,Working Families Party,Treasurer,,Stratford,20,Stratford High School 121-21
Thad Gray,Independent Party,Treasurer,,Stratford,19,Stratford High School 121-21
Jesse Brohinsky,Libertarian Party,Treasurer,,Stratford,9,Stratford High School 121-21
W. Michael Downes,Write In,Treasurer,,Stratford,0,Stratford High School 121-21
Shawn Wooden,Democratic Party,Treasurer,,Stratford,1142,Wilcoxson School 120 21
Thad Gray,Republican Party,Treasurer,,Stratford,1015,Wilcoxson School 120 21
Shawn Wooden,Working Families Party,Treasurer,,Stratford,42,Wilcoxson School 120 21
Thad Gray,Independent Party,Treasurer,,Stratford,34,Wilcoxson School 120 21
Jesse Brohinsky,Libertarian Party,Treasurer,,Stratford,22,Wilcoxson School 120 21
W. Michael Downes,Write In,Treasurer,,Stratford,0,Wilcoxson School 120 21
Shawn Wooden,Democratic Party,Treasurer,,Stratford,905,Wooster Middle School 120 21
Thad Gray,Republican Party,Treasurer,,Stratford,718,Wooster Middle School 120 21
Shawn Wooden,Working Families Party,Treasurer,,Stratford,39,Wooster Middle School 120 21
Thad Gray,Independent Party,Treasurer,,Stratford,23,Wooster Middle School 120 21
Jesse Brohinsky,Libertarian Party,Treasurer,,Stratford,16,Wooster Middle School 120 21
W. Michael Downes,Write In,Treasurer,,Stratford,0,Wooster Middle School 120 21
Shawn Wooden,Democratic Party,Treasurer,,Stratford,255,Wooster Middle School 121-21
Thad Gray,Republican Party,Treasurer,,Stratford,187,Wooster Middle School 121-21
Shawn Wooden,Working Families Party,Treasurer,,Stratford,13,Wooster Middle School 121-21
Thad Gray,Independent Party,Treasurer,,Stratford,1,Wooster Middle School 121-21
Jesse Brohinsky,Libertarian Party,Treasurer,,Stratford,5,Wooster Middle School 121-21
W. Michael Downes,Write In,Treasurer,,Stratford,0,Wooster Middle School 121-21
Shawn Wooden,Democratic Party,Treasurer,,Suffield,2674,Suffield Middle School
Thad Gray,Republican Party,Treasurer,,Suffield,3239,Suffield Middle School
Shawn Wooden,Working Families Party,Treasurer,,Suffield,127,Suffield Middle School
Thad Gray,Independent Party,Treasurer,,Suffield,127,Suffield Middle School
Jesse Brohinsky,Libertarian Party,Treasurer,,Suffield,79,Suffield Middle School
W. Michael Downes,Write In,Treasurer,,Suffield,0,Suffield Middle School
Shawn Wooden,Democratic Party,Treasurer,,Thomaston,998,Lena Morton Art Gallery
Thad Gray,Republican Party,Treasurer,,Thomaston,2154,Lena Morton Art Gallery
Shawn Wooden,Working Families Party,Treasurer,,Thomaston,58,Lena Morton Art Gallery
Thad Gray,Independent Party,Treasurer,,Thomaston,57,Lena Morton Art Gallery
Jesse Brohinsky,Libertarian Party,Treasurer,,Thomaston,40,Lena Morton Art Gallery
W. Michael Downes,Write In,Treasurer,,Thomaston,0,Lena Morton Art Gallery
Shawn Wooden,Democratic Party,Treasurer,,Thompson,682,Community Room Town Hall
Thad Gray,Republican Party,Treasurer,,Thompson,757,Community Room Town Hall
Shawn Wooden,Working Families Party,Treasurer,,Thompson,41,Community Room Town Hall
Thad Gray,Independent Party,Treasurer,,Thompson,41,Community Room Town Hall
Jesse Brohinsky,Libertarian Party,Treasurer,,Thompson,26,Community Room Town Hall
W. Michael Downes,Write In,Treasurer,,Thompson,0,Community Room Town Hall
Shawn Wooden,Democratic Party,Treasurer,,Thompson,224,East Thompson Fire Station
Thad Gray,Republican Party,Treasurer,,Thompson,397,East Thompson Fire Station
Shawn Wooden,Working Families Party,Treasurer,,Thompson,24,East Thompson Fire Station
Thad Gray,Independent Party,Treasurer,,Thompson,23,East Thompson Fire Station
Jesse Brohinsky,Libertarian Party,Treasurer,,Thompson,10,East Thompson Fire Station
W. Michael Downes,Write In,Treasurer,,Thompson,0,East Thompson Fire Station
Shawn Wooden,Democratic Party,Treasurer,,Thompson,203,Quinebaug Volunteer Fire Department
Thad Gray,Republican Party,Treasurer,,Thompson,272,Quinebaug Volunteer Fire Department
Shawn Wooden,Working Families Party,Treasurer,,Thompson,15,Quinebaug Volunteer Fire Department
Thad Gray,Independent Party,Treasurer,,Thompson,18,Quinebaug Volunteer Fire Department
Jesse Brohinsky,Libertarian Party,Treasurer,,Thompson,10,Quinebaug Volunteer Fire Department
W. Michael Downes,Write In,Treasurer,,Thompson,0,Quinebaug Volunteer Fire Department
Shawn Wooden,Democratic Party,Treasurer,,Thompson,375,Thompson Hill Fire Station
Thad Gray,Republican Party,Treasurer,,Thompson,377,Thompson Hill Fire Station
Shawn Wooden,Working Families Party,Treasurer,,Thompson,25,Thompson Hill Fire Station
Thad Gray,Independent Party,Treasurer,,Thompson,19,Thompson Hill Fire Station
Jesse Brohinsky,Libertarian Party,Treasurer,,Thompson,14,Thompson Hill Fire Station
W. Michael Downes,Write In,Treasurer,,Thompson,0,Thompson Hill Fire Station
Shawn Wooden,Democratic Party,Treasurer,,Tolland,1252,The Gym At Tolland Recreation Center 1
Thad Gray,Republican Party,Treasurer,,Tolland,1344,The Gym At Tolland Recreation Center 1
Shawn Wooden,Working Families Party,Treasurer,,Tolland,63,The Gym At Tolland Recreation Center 1
Thad Gray,Independent Party,Treasurer,,Tolland,60,The Gym At Tolland Recreation Center 1
Jesse Brohinsky,Libertarian Party,Treasurer,,Tolland,40,The Gym At Tolland Recreation Center 1
W. Michael Downes,Write In,Treasurer,,Tolland,0,The Gym At Tolland Recreation Center 1
Shawn Wooden,Democratic Party,Treasurer,,Tolland,299,The Gym At Tolland Recreation Center 3
Thad Gray,Republican Party,Treasurer,,Tolland,332,The Gym At Tolland Recreation Center 3
Shawn Wooden,Working Families Party,Treasurer,,Tolland,14,The Gym At Tolland Recreation Center 3
Thad Gray,Independent Party,Treasurer,,Tolland,10,The Gym At Tolland Recreation Center 3
Jesse Brohinsky,Libertarian Party,Treasurer,,Tolland,5,The Gym At Tolland Recreation Center 3
W. Michael Downes,Write In,Treasurer,,Tolland,0,The Gym At Tolland Recreation Center 3
Shawn Wooden,Democratic Party,Treasurer,,Tolland,1775,Tolland Senior Center
Thad Gray,Republican Party,Treasurer,,Tolland,1884,Tolland Senior Center
Shawn Wooden,Working Families Party,Treasurer,,Tolland,84,Tolland Senior Center
Thad Gray,Independent Party,Treasurer,,Tolland,80,Tolland Senior Center
Jesse Brohinsky,Libertarian Party,Treasurer,,Tolland,37,Tolland Senior Center
W. Michael Downes,Write In,Treasurer,,Tolland,0,Tolland Senior Center
Shawn Wooden,Democratic Party,Treasurer,,Torrington,1909,Armory
Thad Gray,Republican Party,Treasurer,,Torrington,2426,Armory
Shawn Wooden,Working Families Party,Treasurer,,Torrington,121,Armory
Thad Gray,Independent Party,Treasurer,,Torrington,114,Armory
Jesse Brohinsky,Libertarian Party,Treasurer,,Torrington,72,Armory
W. Michael Downes,Write In,Treasurer,,Torrington,0,Armory
Shawn Wooden,Democratic Party,Treasurer,,Torrington,161,City Hall 1
Thad Gray,Republican Party,Treasurer,,Torrington,308,City Hall 1
Shawn Wooden,Working Families Party,Treasurer,,Torrington,8,City Hall 1
Thad Gray,Independent Party,Treasurer,,Torrington,14,City Hall 1
Jesse Brohinsky,Libertarian Party,Treasurer,,Torrington,6,City Hall 1
W. Michael Downes,Write In,Treasurer,,Torrington,0,City Hall 1
Shawn Wooden,Democratic Party,Treasurer,,Torrington,175,City Hall 2
Thad Gray,Republican Party,Treasurer,,Torrington,183,City Hall 2
Shawn Wooden,Working Families Party,Treasurer,,Torrington,11,City Hall 2
Thad Gray,Independent Party,Treasurer,,Torrington,5,City Hall 2
Jesse Brohinsky,Libertarian Party,Treasurer,,Torrington,3,City Hall 2
W. Michael Downes,Write In,Treasurer,,Torrington,0,City Hall 2
Shawn Wooden,Democratic Party,Treasurer,,Torrington,433,Coe Park 1
Thad Gray,Republican Party,Treasurer,,Torrington,833,Coe Park 1
Shawn Wooden,Working Families Party,Treasurer,,Torrington,26,Coe Park 1
Thad Gray,Independent Party,Treasurer,,Torrington,21,Coe Park 1
Jesse Brohinsky,Libertarian Party,Treasurer,,Torrington,23,Coe Park 1
W. Michael Downes,Write In,Treasurer,,Torrington,0,Coe Park 1
Shawn Wooden,Democratic Party,Treasurer,,Torrington,107,Coe Park 2
Thad Gray,Republican Party,Treasurer,,Torrington,87,Coe Park 2
Shawn Wooden,Working Families Party,Treasurer,,Torrington,3,Coe Park 2
Thad Gray,Independent Party,Treasurer,,Torrington,6,Coe Park 2
Jesse Brohinsky,Libertarian Party,Treasurer,,Torrington,5,Coe Park 2
W. Michael Downes,Write In,Treasurer,,Torrington,0,Coe Park 2
Shawn Wooden,Democratic Party,Treasurer,,Torrington,133,Torringford School 1
Thad Gray,Republican Party,Treasurer,,Torrington,148,Torringford School 1
Shawn Wooden,Working Families Party,Treasurer,,Torrington,6,Torringford School 1
Thad Gray,Independent Party,Treasurer,,Torrington,5,Torringford School 1
Jesse Brohinsky,Libertarian Party,Treasurer,,Torrington,0,Torringford School 1
W. Michael Downes,Write In,Treasurer,,Torrington,0,Torringford School 1
Shawn Wooden,Democratic Party,Treasurer,,Torrington,701,Torringford School 2
Thad Gray,Republican Party,Treasurer,,Torrington,834,Torringford School 2
Shawn Wooden,Working Families Party,Treasurer,,Torrington,43,Torringford School 2
Thad Gray,Independent Party,Treasurer,,Torrington,37,Torringford School 2
Jesse Brohinsky,Libertarian Party,Treasurer,,Torrington,25,Torringford School 2
W. Michael Downes,Write In,Treasurer,,Torrington,0,Torringford School 2
Shawn Wooden,Democratic Party,Treasurer,,Torrington,1269,Torrington Middle School
Thad Gray,Republican Party,Treasurer,,Torrington,2033,Torrington Middle School
Shawn Wooden,Working Families Party,Treasurer,,Torrington,64,Torrington Middle School
Thad Gray,Independent Party,Treasurer,,Torrington,69,Torrington Middle School
Jesse Brohinsky,Libertarian Party,Treasurer,,Torrington,52,Torrington Middle School
W. Michael Downes,Write In,Treasurer,,Torrington,0,Torrington Middle School
Shawn Wooden,Democratic Party,Treasurer,,Trumbull,1735,Hillcrest School
Thad Gray,Republican Party,Treasurer,,Trumbull,2201,Hillcrest School
Shawn Wooden,Working Families Party,Treasurer,,Trumbull,59,Hillcrest School
Thad Gray,Independent Party,Treasurer,,Trumbull,83,Hillcrest School
Jesse Brohinsky,Libertarian Party,Treasurer,,Trumbull,29,Hillcrest School
W. Michael Downes,Write In,Treasurer,,Trumbull,0,Hillcrest School
Shawn Wooden,Democratic Party,Treasurer,,Trumbull,1798,Madison School 123
Thad Gray,Republican Party,Treasurer,,Trumbull,2156,Madison School 123
Shawn Wooden,Working Families Party,Treasurer,,Trumbull,47,Madison School 123
Thad Gray,Independent Party,Treasurer,,Trumbull,50,Madison School 123
Jesse Brohinsky,Libertarian Party,Treasurer,,Trumbull,38,Madison School 123
W. Michael Downes,Write In,Treasurer,,Trumbull,0,Madison School 123
Shawn Wooden,Democratic Party,Treasurer,,Trumbull,2391,Middlebrook School 134
Thad Gray,Republican Party,Treasurer,,Trumbull,2466,Middlebrook School 134
Shawn Wooden,Working Families Party,Treasurer,,Trumbull,61,Middlebrook School 134
Thad Gray,Independent Party,Treasurer,,Trumbull,70,Middlebrook School 134
Jesse Brohinsky,Libertarian Party,Treasurer,,Trumbull,40,Middlebrook School 134
W. Michael Downes,Write In,Treasurer,,Trumbull,0,Middlebrook School 134
Shawn Wooden,Democratic Party,Treasurer,,Trumbull,395,St. Joseph High School 122
Thad Gray,Republican Party,Treasurer,,Trumbull,471,St. Joseph High School 122
Shawn Wooden,Working Families Party,Treasurer,,Trumbull,16,St. Joseph High School 122
Thad Gray,Independent Party,Treasurer,,Trumbull,23,St. Joseph High School 122
Jesse Brohinsky,Libertarian Party,Treasurer,,Trumbull,8,St. Joseph High School 122
W. Michael Downes,Write In,Treasurer,,Trumbull,0,St. Joseph High School 122
Shawn Wooden,Democratic Party,Treasurer,,Trumbull,1289,St. Joseph High School 123
Thad Gray,Republican Party,Treasurer,,Trumbull,1149,St. Joseph High School 123
Shawn Wooden,Working Families Party,Treasurer,,Trumbull,43,St. Joseph High School 123
Thad Gray,Independent Party,Treasurer,,Trumbull,50,St. Joseph High School 123
Jesse Brohinsky,Libertarian Party,Treasurer,,Trumbull,18,St. Joseph High School 123
W. Michael Downes,Write In,Treasurer,,Trumbull,0,St. Joseph High School 123
Shawn Wooden,Democratic Party,Treasurer,,Union,174,Union Town Hall
Thad Gray,Republican Party,Treasurer,,Union,222,Union Town Hall
Shawn Wooden,Working Families Party,Treasurer,,Union,12,Union Town Hall
Thad Gray,Independent Party,Treasurer,,Union,12,Union Town Hall
Jesse Brohinsky,Libertarian Party,Treasurer,,Union,5,Union Town Hall
W. Michael Downes,Write In,Treasurer,,Union,0,Union Town Hall
Shawn Wooden,Democratic Party,Treasurer,,Vernon,1712,North East School
Thad Gray,Republican Party,Treasurer,,Vernon,999,North East School
Shawn Wooden,Working Families Party,Treasurer,,Vernon,111,North East School
Thad Gray,Independent Party,Treasurer,,Vernon,60,North East School
Jesse Brohinsky,Libertarian Party,Treasurer,,Vernon,56,North East School
W. Michael Downes,Write In,Treasurer,,Vernon,0,North East School
Shawn Wooden,Democratic Party,Treasurer,,Vernon,1747,Rockville High School
Thad Gray,Republican Party,Treasurer,,Vernon,1361,Rockville High School
Shawn Wooden,Working Families Party,Treasurer,,Vernon,101,Rockville High School
Thad Gray,Independent Party,Treasurer,,Vernon,63,Rockville High School
Jesse Brohinsky,Libertarian Party,Treasurer,,Vernon,49,Rockville High School
W. Michael Downes,Write In,Treasurer,,Vernon,0,Rockville High School
Shawn Wooden,Democratic Party,Treasurer,,Vernon,1346,Skinner Road School
Thad Gray,Republican Party,Treasurer,,Vernon,1081,Skinner Road School
Shawn Wooden,Working Families Party,Treasurer,,Vernon,64,Skinner Road School
Thad Gray,Independent Party,Treasurer,,Vernon,47,Skinner Road School
Jesse Brohinsky,Libertarian Party,Treasurer,,Vernon,31,Skinner Road School
W. Michael Downes,Write In,Treasurer,,Vernon,0,Skinner Road School
Shawn Wooden,Democratic Party,Treasurer,,Vernon,1184,Vernon Center Middle School
Thad Gray,Republican Party,Treasurer,,Vernon,1202,Vernon Center Middle School
Shawn Wooden,Working Families Party,Treasurer,,Vernon,37,Vernon Center Middle School
Thad Gray,Independent Party,Treasurer,,Vernon,30,Vernon Center Middle School
Jesse Brohinsky,Libertarian Party,Treasurer,,Vernon,35,Vernon Center Middle School
W. Michael Downes,Write In,Treasurer,,Vernon,0,Vernon Center Middle School
Shawn Wooden,Democratic Party,Treasurer,,Voluntown,414,Town Hall
Thad Gray,Republican Party,Treasurer,,Voluntown,660,Town Hall
Shawn Wooden,Working Families Party,Treasurer,,Voluntown,31,Town Hall
Thad Gray,Independent Party,Treasurer,,Voluntown,35,Town Hall
Jesse Brohinsky,Libertarian Party,Treasurer,,Voluntown,28,Town Hall
W. Michael Downes,Write In,Treasurer,,Voluntown,0,Town Hall
Shawn Wooden,Democratic Party,Treasurer,,Wallingford,1462,Cook Hill School
Thad Gray,Republican Party,Treasurer,,Wallingford,1324,Cook Hill School
Shawn Wooden,Working Families Party,Treasurer,,Wallingford,91,Cook Hill School
Thad Gray,Independent Party,Treasurer,,Wallingford,49,Cook Hill School
Jesse Brohinsky,Libertarian Party,Treasurer,,Wallingford,30,Cook Hill School
W. Michael Downes,Write In,Treasurer,,Wallingford,0,Cook Hill School
Shawn Wooden,Democratic Party,Treasurer,,Wallingford,1200,Dag Hammarskjold Middle School
Thad Gray,Republican Party,Treasurer,,Wallingford,1200,Dag Hammarskjold Middle School
Shawn Wooden,Working Families Party,Treasurer,,Wallingford,86,Dag Hammarskjold Middle School
Thad Gray,Independent Party,Treasurer,,Wallingford,63,Dag Hammarskjold Middle School
Jesse Brohinsky,Libertarian Party,Treasurer,,Wallingford,31,Dag Hammarskjold Middle School
W. Michael Downes,Write In,Treasurer,,Wallingford,0,Dag Hammarskjold Middle School
Shawn Wooden,Democratic Party,Treasurer,,Wallingford,1157,Evarts C. Stevens School
Thad Gray,Republican Party,Treasurer,,Wallingford,837,Evarts C. Stevens School
Shawn Wooden,Working Families Party,Treasurer,,Wallingford,49,Evarts C. Stevens School
Thad Gray,Independent Party,Treasurer,,Wallingford,46,Evarts C. Stevens School
Jesse Brohinsky,Libertarian Party,Treasurer,,Wallingford,42,Evarts C. Stevens School
W. Michael Downes,Write In,Treasurer,,Wallingford,0,Evarts C. Stevens School
Shawn Wooden,Democratic Party,Treasurer,,Wallingford,633,Moses Y. Beach School
Thad Gray,Republican Party,Treasurer,,Wallingford,573,Moses Y. Beach School
Shawn Wooden,Working Families Party,Treasurer,,Wallingford,38,Moses Y. Beach School
