town,precinct,office,district,party,candidate,votes
New Haven,New Haven 19-2-11-094,Assembly,AD094,GRN,Daniel Olszta,26
New Haven,New Haven 20-2-10-094,Assembly,AD094,D,Robyn Porter,988
New Haven,New Haven 20-2-10-094,Assembly,AD094,WF,Robyn Porter,41
New Haven,New Haven 20-2-10-094,Assembly,AD094,UNK,Robyn Porter,60
New Haven,New Haven 20-2-10-094,Assembly,AD094,GRN,Daniel Olszta,7
New Haven,New Haven 21-1-10-093,Assembly,AD093,D,Toni Walker,482
New Haven,New Haven 22-1-10-093,Assembly,AD093,D,Toni Walker,375
New Haven,New Haven 22-2-10-094,Assembly,AD094,D,Robyn Porter,329
New Haven,New Haven 22-2-10-094,Assembly,AD094,WF,Robyn Porter,20
New Haven,New Haven 22-2-10-094,Assembly,AD094,UNK,Robyn Porter,14
New Haven,New Haven 22-2-10-094,Assembly,AD094,GRN,Daniel Olszta,14
New Haven,New Haven 23-0-10-092,Assembly,AD092,R,James O'Connell,29
New Haven,New Haven 23-0-10-092,Assembly,AD092,D,Patricia Dillon,636
New Haven,New Haven 23-0-10-092,Assembly,AD092,WF,Patricia Dillon,35
New Haven,New Haven 23-0-10-092,Assembly,AD092,UNK,Patricia Dillon,15
New Haven,New Haven 24-0-10-092,Assembly,AD092,R,James O'Connell,55
New Haven,New Haven 24-0-10-092,Assembly,AD092,D,Patricia Dillon,762
New Haven,New Haven 24-0-10-092,Assembly,AD092,WF,Patricia Dillon,49
New Haven,New Haven 24-0-10-092,Assembly,AD092,UNK,Patricia Dillon,14
New Haven,New Haven 25-0-10-092,Assembly,AD092,R,James O'Connell,235
New Haven,New Haven 25-0-10-092,Assembly,AD092,D,Patricia Dillon,1266
New Haven,New Haven 25-0-10-092,Assembly,AD092,WF,Patricia Dillon,124
New Haven,New Haven 25-0-10-092,Assembly,AD092,UNK,Patricia Dillon,12
New Haven,New Haven 26-0-10-092,Assembly,AD092,R,James O'Connell,184
New Haven,New Haven 26-0-10-092,Assembly,AD092,D,Patricia Dillon,1170
New Haven,New Haven 26-0-10-092,Assembly,AD092,WF,Patricia Dillon,62
New Haven,New Haven 26-0-10-092,Assembly,AD092,UNK,Patricia Dillon,29
New Haven,New Haven 27-1-10-092,Assembly,AD092,R,James O'Connell,77
New Haven,New Haven 27-1-10-092,Assembly,AD092,D,Patricia Dillon,629
New Haven,New Haven 27-1-10-092,Assembly,AD092,WF,Patricia Dillon,41
New Haven,New Haven 27-1-10-092,Assembly,AD092,UNK,Patricia Dillon,23
New Haven,New Haven 28-0-10-093,Assembly,AD093,D,Toni Walker,803
New Haven,New Haven 29-0-10-093,Assembly,AD093,D,Toni Walker,713
New Haven,New Haven 30-1-10-093,Assembly,AD093,D,Toni Walker,181
New Haven,New Haven 30-2-10-093,Assembly,AD093,D,Toni Walker,463
New Haven,New Haven CT AD 92,Assembly,AD092,R,James O'Connell,606
New Haven,New Haven CT AD 92,Assembly,AD092,D,Patricia Dillon,4859
New Haven,New Haven CT AD 92,Assembly,AD092,WF,Patricia Dillon,322
New Haven,New Haven CT AD 92,Assembly,AD092,UNK,Patricia Dillon,109
New Haven,New Haven CT AD 93,Assembly,AD093,D,Toni Walker,3774
New Haven,New Haven CT AD 94,Assembly,AD094,D,Robyn Porter,2174
New Haven,New Haven CT AD 94,Assembly,AD094,WF,Robyn Porter,116
New Haven,New Haven CT AD 94,Assembly,AD094,UNK,Robyn Porter,84
New Haven,New Haven CT AD 94,Assembly,AD094,GRN,Daniel Olszta,78
New Haven,New Haven CT AD 95,Assembly,AD095,D,Juan Candelaria,2891
New Haven,New Haven CT AD 96,Assembly,AD096,D,Roland Lemar,3808
New Haven,New Haven CT AD 96,Assembly,AD096,WF,Roland Lemar,446
New Haven,New Haven CT AD 96,Assembly,AD096,UNK,Roland Lemar,37
New Haven,New Haven CT AD 97,Assembly,AD097,R,John Cirello,1043
New Haven,New Haven CT AD 97,Assembly,AD097,IND,John Cirello,212
New Haven,New Haven CT AD 97,Assembly,AD097,UNK,John Cirello,12
New Haven,New Haven CT AD 97,Assembly,AD097,D,Robert Megna,3218
New Haven,New Haven CT AD 97,Assembly,AD097,WF,Robert Megna,212
New Haven,New Haven CT AD 97,Assembly,AD097,UNK,Robert Megna,124
New Haven,New Haven CT AD 116,Assembly,AD116,R,Steve Mullins,7
New Haven,New Haven CT AD 116,Assembly,AD116,D,Louis Esposito,112
New Haven,New Haven CT AD 116,Assembly,AD116,WF,Louis Esposito,3
New Haven,New Haven CT AD 116,Assembly,AD116,IND,Steve Mullins,5
New Haven,New Haven CT AD 116,Assembly,AD116,UNK,Louis Esposito,2
New Haven,New Haven CT AD 116,Assembly,AD116,PC,Aaron Haley,1
New Haven,New Haven 01-2-11-094,Secretary,,R,Peter Lumaj,23
New Haven,New Haven 02-2-10-093,Secretary,,R,Peter Lumaj,53
New Haven,New Haven 03-1-10-092,Secretary,,R,Peter Lumaj,22
New Haven,New Haven 03-2-10-093,Secretary,,R,Peter Lumaj,5
New Haven,New Haven 04-1-10-095,Secretary,,R,Peter Lumaj,22
New Haven,New Haven 04-2-10-116,Secretary,,R,Peter Lumaj,5
New Haven,New Haven 05-0-10-095,Secretary,,R,Peter Lumaj,37
New Haven,New Haven 06-2-11-095,Secretary,,R,Peter Lumaj,52
New Haven,New Haven 06-3-11-095,Secretary,,R,Peter Lumaj,10
New Haven,New Haven 07-2-11-096,Secretary,,R,Peter Lumaj,150
New Haven,New Haven 08-1-11-095,Secretary,,R,Peter Lumaj,10
New Haven,New Haven 08-2-11-096,Secretary,,R,Peter Lumaj,95
New Haven,New Haven 09-2-11-096,Secretary,,R,Peter Lumaj,89
New Haven,New Haven 10-0-11-096,Secretary,,R,Peter Lumaj,118
New Haven,New Haven 11-1-11-097,Secretary,,R,Peter Lumaj,99
New Haven,New Haven 11-2-11-097,Secretary,,R,Peter Lumaj,28
New Haven,New Haven 11-3-11-097,Secretary,,R,Peter Lumaj,38
New Haven,New Haven 12-1-11-096,Secretary,,R,Peter Lumaj,43
New Haven,New Haven 12-2-11-097,Secretary,,R,Peter Lumaj,58
New Haven,New Haven 13-0-11-097,Secretary,,R,Peter Lumaj,127
New Haven,New Haven 14-1-11-095,Secretary,,R,Peter Lumaj,48
New Haven,New Haven 15-1-11-095,Secretary,,R,Peter Lumaj,45
New Haven,New Haven 16-0-11-095,Secretary,,R,Peter Lumaj,36
New Haven,New Haven 17-0-11-097,Secretary,,R,Peter Lumaj,221
New Haven,New Haven 18-0-11-097,Secretary,,R,Peter Lumaj,418
New Haven,New Haven 19-1-10-094,Secretary,,R,Peter Lumaj,14
New Haven,New Haven 19-2-11-094,Secretary,,R,Peter Lumaj,52
New Haven,New Haven 20-2-10-094,Secretary,,R,Peter Lumaj,21
New Haven,New Haven 21-1-10-093,Secretary,,R,Peter Lumaj,9
New Haven,New Haven 22-1-10-093,Secretary,,R,Peter Lumaj,22
New Haven,New Haven 22-2-10-094,Secretary,,R,Peter Lumaj,28
New Haven,New Haven 23-0-10-092,Secretary,,R,Peter Lumaj,30
New Haven,New Haven 24-0-10-092,Secretary,,R,Peter Lumaj,52
New Haven,New Haven 25-0-10-092,Secretary,,R,Peter Lumaj,234
New Haven,New Haven 26-0-10-092,Secretary,,R,Peter Lumaj,186
New Haven,New Haven 27-1-10-092,Secretary,,R,Peter Lumaj,79
New Haven,New Haven 28-0-10-093,Secretary,,R,Peter Lumaj,57
New Haven,New Haven 29-0-10-093,Secretary,,R,Peter Lumaj,43
New Haven,New Haven 30-1-10-093,Secretary,,R,Peter Lumaj,5
New Haven,New Haven 30-2-10-093,Secretary,,R,Peter Lumaj,17
New Haven,New Haven CT,Secretary,,R,Peter Lumaj,2699
New Haven,New Haven 01-2-11-094,Secretary,,IND,Peter Lumaj,3
New Haven,New Haven 02-2-10-093,Secretary,,IND,Peter Lumaj,3
New Haven,New Haven 03-1-10-092,Secretary,,IND,Peter Lumaj,1
New Haven,New Haven 03-2-10-093,Secretary,,IND,Peter Lumaj,2
New Haven,New Haven 04-1-10-095,Secretary,,IND,Peter Lumaj,4
New Haven,New Haven 04-2-10-116,Secretary,,IND,Peter Lumaj,1
New Haven,New Haven 05-0-10-095,Secretary,,IND,Peter Lumaj,12
New Haven,New Haven 06-2-11-095,Secretary,,IND,Peter Lumaj,7
New Haven,New Haven 06-3-11-095,Secretary,,IND,Peter Lumaj,1
New Haven,New Haven 07-2-11-096,Secretary,,IND,Peter Lumaj,19
New Haven,New Haven 08-1-11-095,Secretary,,IND,Peter Lumaj,1
New Haven,New Haven 08-2-11-096,Secretary,,IND,Peter Lumaj,4
New Haven,New Haven 09-2-11-096,Secretary,,IND,Peter Lumaj,15
New Haven,New Haven 10-0-11-096,Secretary,,IND,Peter Lumaj,11
New Haven,New Haven 11-1-11-097,Secretary,,IND,Peter Lumaj,16
New Haven,New Haven 11-2-11-097,Secretary,,IND,Peter Lumaj,4
New Haven,New Haven 11-3-11-097,Secretary,,IND,Peter Lumaj,3
New Haven,New Haven 12-1-11-096,Secretary,,IND,Peter Lumaj,0
New Haven,New Haven 12-2-11-097,Secretary,,IND,Peter Lumaj,6
New Haven,New Haven 13-0-11-097,Secretary,,IND,Peter Lumaj,12
New Haven,New Haven 14-1-11-095,Secretary,,IND,Peter Lumaj,13
New Haven,New Haven 15-1-11-095,Secretary,,IND,Peter Lumaj,9
New Haven,New Haven 16-0-11-095,Secretary,,IND,Peter Lumaj,4
New Haven,New Haven 17-0-11-097,Secretary,,IND,Peter Lumaj,20
New Haven,New Haven 18-0-11-097,Secretary,,IND,Peter Lumaj,35
New Haven,New Haven 19-1-10-094,Secretary,,IND,Peter Lumaj,6
New Haven,New Haven 19-2-11-094,Secretary,,IND,Peter Lumaj,4
New Haven,New Haven 20-2-10-094,Secretary,,IND,Peter Lumaj,7
New Haven,New Haven 21-1-10-093,Secretary,,IND,Peter Lumaj,1
New Haven,New Haven 22-1-10-093,Secretary,,IND,Peter Lumaj,1
New Haven,New Haven 22-2-10-094,Secretary,,IND,Peter Lumaj,1
New Haven,New Haven 23-0-10-092,Secretary,,IND,Peter Lumaj,0
New Haven,New Haven 24-0-10-092,Secretary,,IND,Peter Lumaj,7
New Haven,New Haven 25-0-10-092,Secretary,,IND,Peter Lumaj,23
New Haven,New Haven 26-0-10-092,Secretary,,IND,Peter Lumaj,21
New Haven,New Haven 27-1-10-092,Secretary,,IND,Peter Lumaj,6
New Haven,New Haven 28-0-10-093,Secretary,,IND,Peter Lumaj,3
New Haven,New Haven 29-0-10-093,Secretary,,IND,Peter Lumaj,5
New Haven,New Haven 30-1-10-093,Secretary,,IND,Peter Lumaj,3
New Haven,New Haven 30-2-10-093,Secretary,,IND,Peter Lumaj,5
New Haven,New Haven CT,Secretary,,IND,Peter Lumaj,299
New Haven,New Haven 01-2-11-094,Secretary,,UNK,Peter Lumaj,0
New Haven,New Haven 02-2-10-093,Secretary,,UNK,Peter Lumaj,0
New Haven,New Haven 03-1-10-092,Secretary,,UNK,Peter Lumaj,0
New Haven,New Haven 03-2-10-093,Secretary,,UNK,Peter Lumaj,0
New Haven,New Haven 04-1-10-095,Secretary,,UNK,Peter Lumaj,0
New Haven,New Haven 04-2-10-116,Secretary,,UNK,Peter Lumaj,0
New Haven,New Haven 05-0-10-095,Secretary,,UNK,Peter Lumaj,1
New Haven,New Haven 06-2-11-095,Secretary,,UNK,Peter Lumaj,0
New Haven,New Haven 06-3-11-095,Secretary,,UNK,Peter Lumaj,1
New Haven,New Haven 07-2-11-096,Secretary,,UNK,Peter Lumaj,1
New Haven,New Haven 08-1-11-095,Secretary,,UNK,Peter Lumaj,0
New Haven,New Haven 08-2-11-096,Secretary,,UNK,Peter Lumaj,1
New Haven,New Haven 09-2-11-096,Secretary,,UNK,Peter Lumaj,1
New Haven,New Haven 10-0-11-096,Secretary,,UNK,Peter Lumaj,1
New Haven,New Haven 11-1-11-097,Secretary,,UNK,Peter Lumaj,0
New Haven,New Haven 11-2-11-097,Secretary,,UNK,Peter Lumaj,0
New Haven,New Haven 11-3-11-097,Secretary,,UNK,Peter Lumaj,1
New Haven,New Haven 12-1-11-096,Secretary,,UNK,Peter Lumaj,0
New Haven,New Haven 12-2-11-097,Secretary,,UNK,Peter Lumaj,1
New Haven,New Haven 13-0-11-097,Secretary,,UNK,Peter Lumaj,1
New Haven,New Haven 14-1-11-095,Secretary,,UNK,Peter Lumaj,0
New Haven,New Haven 15-1-11-095,Secretary,,UNK,Peter Lumaj,2
New Haven,New Haven 16-0-11-095,Secretary,,UNK,Peter Lumaj,0
New Haven,New Haven 17-0-11-097,Secretary,,UNK,Peter Lumaj,0
New Haven,New Haven 18-0-11-097,Secretary,,UNK,Peter Lumaj,3
New Haven,New Haven 19-1-10-094,Secretary,,UNK,Peter Lumaj,0
New Haven,New Haven 19-2-11-094,Secretary,,UNK,Peter Lumaj,0
New Haven,New Haven 20-2-10-094,Secretary,,UNK,Peter Lumaj,0
New Haven,New Haven 21-1-10-093,Secretary,,UNK,Peter Lumaj,0
New Haven,New Haven 22-1-10-093,Secretary,,UNK,Peter Lumaj,0
New Haven,New Haven 22-2-10-094,Secretary,,UNK,Peter Lumaj,0
New Haven,New Haven 23-0-10-092,Secretary,,UNK,Peter Lumaj,0
New Haven,New Haven 24-0-10-092,Secretary,,UNK,Peter Lumaj,2
New Haven,New Haven 25-0-10-092,Secretary,,UNK,Peter Lumaj,0
New Haven,New Haven 26-0-10-092,Secretary,,UNK,Peter Lumaj,2
New Haven,New Haven 27-1-10-092,Secretary,,UNK,Peter Lumaj,0
New Haven,New Haven 28-0-10-093,Secretary,,UNK,Peter Lumaj,0
New Haven,New Haven 29-0-10-093,Secretary,,UNK,Peter Lumaj,0
New Haven,New Haven 30-1-10-093,Secretary,,UNK,Peter Lumaj,0
New Haven,New Haven 30-2-10-093,Secretary,,UNK,Peter Lumaj,0
New Haven,New Haven CT,Secretary,,UNK,Peter Lumaj,18
New Haven,New Haven 01-2-11-094,Secretary,,D,Denise Merrill,199
New Haven,New Haven 02-2-10-093,Secretary,,D,Denise Merrill,568
New Haven,New Haven 03-1-10-092,Secretary,,D,Denise Merrill,391
New Haven,New Haven 03-2-10-093,Secretary,,D,Denise Merrill,86
New Haven,New Haven 04-1-10-095,Secretary,,D,Denise Merrill,385
New Haven,New Haven 04-2-10-116,Secretary,,D,Denise Merrill,115
New Haven,New Haven 05-0-10-095,Secretary,,D,Denise Merrill,466
New Haven,New Haven 06-2-11-095,Secretary,,D,Denise Merrill,347
New Haven,New Haven 06-3-11-095,Secretary,,D,Denise Merrill,109
New Haven,New Haven 07-2-11-096,Secretary,,D,Denise Merrill,1175
New Haven,New Haven 08-1-11-095,Secretary,,D,Denise Merrill,137
New Haven,New Haven 08-2-11-096,Secretary,,D,Denise Merrill,581
New Haven,New Haven 09-2-11-096,Secretary,,D,Denise Merrill,604
New Haven,New Haven 10-0-11-096,Secretary,,D,Denise Merrill,1014
New Haven,New Haven 11-1-11-097,Secretary,,D,Denise Merrill,472
New Haven,New Haven 11-2-11-097,Secretary,,D,Denise Merrill,136
New Haven,New Haven 11-3-11-097,Secretary,,D,Denise Merrill,161
New Haven,New Haven 12-1-11-096,Secretary,,D,Denise Merrill,166
New Haven,New Haven 12-2-11-097,Secretary,,D,Denise Merrill,421
New Haven,New Haven 13-0-11-097,Secretary,,D,Denise Merrill,614
New Haven,New Haven 14-1-11-095,Secretary,,D,Denise Merrill,408
New Haven,New Haven 15-1-11-095,Secretary,,D,Denise Merrill,367
New Haven,New Haven 16-0-11-095,Secretary,,D,Denise Merrill,371
New Haven,New Haven 17-0-11-097,Secretary,,D,Denise Merrill,660
New Haven,New Haven 18-0-11-097,Secretary,,D,Denise Merrill,764
New Haven,New Haven 19-1-10-094,Secretary,,D,Denise Merrill,249
New Haven,New Haven 19-2-11-094,Secretary,,D,Denise Merrill,377
New Haven,New Haven 20-2-10-094,Secretary,,D,Denise Merrill,974
New Haven,New Haven 21-1-10-093,Secretary,,D,Denise Merrill,456
New Haven,New Haven 22-1-10-093,Secretary,,D,Denise Merrill,331
New Haven,New Haven 22-2-10-094,Secretary,,D,Denise Merrill,321
New Haven,New Haven 23-0-10-092,Secretary,,D,Denise Merrill,621
New Haven,New Haven 24-0-10-092,Secretary,,D,Denise Merrill,738
New Haven,New Haven 25-0-10-092,Secretary,,D,Denise Merrill,1196
New Haven,New Haven 26-0-10-092,Secretary,,D,Denise Merrill,1126
New Haven,New Haven 27-1-10-092,Secretary,,D,Denise Merrill,614
New Haven,New Haven 28-0-10-093,Secretary,,D,Denise Merrill,704
New Haven,New Haven 29-0-10-093,Secretary,,D,Denise Merrill,651
New Haven,New Haven 30-1-10-093,Secretary,,D,Denise Merrill,167
New Haven,New Haven 30-2-10-093,Secretary,,D,Denise Merrill,419
New Haven,New Haven CT,Secretary,,D,Denise Merrill,19661
New Haven,New Haven 01-2-11-094,Secretary,,WF,Denise Merrill,7
New Haven,New Haven 02-2-10-093,Secretary,,WF,Denise Merrill,46
New Haven,New Haven 03-1-10-092,Secretary,,WF,Denise Merrill,11
New Haven,New Haven 03-2-10-093,Secretary,,WF,Denise Merrill,10
New Haven,New Haven 04-1-10-095,Secretary,,WF,Denise Merrill,13
New Haven,New Haven 04-2-10-116,Secretary,,WF,Denise Merrill,1
New Haven,New Haven 05-0-10-095,Secretary,,WF,Denise Merrill,18
New Haven,New Haven 06-2-11-095,Secretary,,WF,Denise Merrill,18
New Haven,New Haven 06-3-11-095,Secretary,,WF,Denise Merrill,2
New Haven,New Haven 07-2-11-096,Secretary,,WF,Denise Merrill,90
New Haven,New Haven 08-1-11-095,Secretary,,WF,Denise Merrill,11
New Haven,New Haven 08-2-11-096,Secretary,,WF,Denise Merrill,69
New Haven,New Haven 09-2-11-096,Secretary,,WF,Denise Merrill,88
New Haven,New Haven 10-0-11-096,Secretary,,WF,Denise Merrill,114
New Haven,New Haven 11-1-11-097,Secretary,,WF,Denise Merrill,16
New Haven,New Haven 11-2-11-097,Secretary,,WF,Denise Merrill,12
New Haven,New Haven 11-3-11-097,Secretary,,WF,Denise Merrill,12
New Haven,New Haven 12-1-11-096,Secretary,,WF,Denise Merrill,6
New Haven,New Haven 12-2-11-097,Secretary,,WF,Denise Merrill,25
New Haven,New Haven 13-0-11-097,Secretary,,WF,Denise Merrill,48
New Haven,New Haven 14-1-11-095,Secretary,,WF,Denise Merrill,20
New Haven,New Haven 15-1-11-095,Secretary,,WF,Denise Merrill,21
New Haven,New Haven 16-0-11-095,Secretary,,WF,Denise Merrill,8
New Haven,New Haven 17-0-11-097,Secretary,,WF,Denise Merrill,26
New Haven,New Haven 18-0-11-097,Secretary,,WF,Denise Merrill,68
New Haven,New Haven 19-1-10-094,Secretary,,WF,Denise Merrill,15
New Haven,New Haven 19-2-11-094,Secretary,,WF,Denise Merrill,27
New Haven,New Haven 20-2-10-094,Secretary,,WF,Denise Merrill,39
New Haven,New Haven 21-1-10-093,Secretary,,WF,Denise Merrill,8
New Haven,New Haven 22-1-10-093,Secretary,,WF,Denise Merrill,18
New Haven,New Haven 22-2-10-094,Secretary,,WF,Denise Merrill,23
New Haven,New Haven 23-0-10-092,Secretary,,WF,Denise Merrill,31
New Haven,New Haven 24-0-10-092,Secretary,,WF,Denise Merrill,40
New Haven,New Haven 25-0-10-092,Secretary,,WF,Denise Merrill,101
New Haven,New Haven 26-0-10-092,Secretary,,WF,Denise Merrill,45
New Haven,New Haven 27-1-10-092,Secretary,,WF,Denise Merrill,37
New Haven,New Haven 28-0-10-093,Secretary,,WF,Denise Merrill,33
New Haven,New Haven 29-0-10-093,Secretary,,WF,Denise Merrill,22
New Haven,New Haven 30-1-10-093,Secretary,,WF,Denise Merrill,3
New Haven,New Haven 30-2-10-093,Secretary,,WF,Denise Merrill,12
New Haven,New Haven CT,Secretary,,WF,Denise Merrill,1214
New Haven,New Haven 01-2-11-094,Secretary,,UNK,Denise Merrill,0
New Haven,New Haven 02-2-10-093,Secretary,,UNK,Denise Merrill,12
New Haven,New Haven 03-1-10-092,Secretary,,UNK,Denise Merrill,18
New Haven,New Haven 03-2-10-093,Secretary,,UNK,Denise Merrill,1
New Haven,New Haven 04-1-10-095,Secretary,,UNK,Denise Merrill,13
New Haven,New Haven 04-2-10-116,Secretary,,UNK,Denise Merrill,1
New Haven,New Haven 05-0-10-095,Secretary,,UNK,Denise Merrill,11
New Haven,New Haven 06-2-11-095,Secretary,,UNK,Denise Merrill,11
New Haven,New Haven 06-3-11-095,Secretary,,UNK,Denise Merrill,1
New Haven,New Haven 07-2-11-096,Secretary,,UNK,Denise Merrill,3
New Haven,New Haven 08-1-11-095,Secretary,,UNK,Denise Merrill,10
New Haven,New Haven 08-2-11-096,Secretary,,UNK,Denise Merrill,6
New Haven,New Haven 09-2-11-096,Secretary,,UNK,Denise Merrill,8
New Haven,New Haven 10-0-11-096,Secretary,,UNK,Denise Merrill,8
New Haven,New Haven 11-1-11-097,Secretary,,UNK,Denise Merrill,18
New Haven,New Haven 11-2-11-097,Secretary,,UNK,Denise Merrill,7
New Haven,New Haven 11-3-11-097,Secretary,,UNK,Denise Merrill,44
New Haven,New Haven 12-1-11-096,Secretary,,UNK,Denise Merrill,7
New Haven,New Haven 12-2-11-097,Secretary,,UNK,Denise Merrill,16
New Haven,New Haven 13-0-11-097,Secretary,,UNK,Denise Merrill,12
New Haven,New Haven 14-1-11-095,Secretary,,UNK,Denise Merrill,10
New Haven,New Haven 15-1-11-095,Secretary,,UNK,Denise Merrill,14
New Haven,New Haven 16-0-11-095,Secretary,,UNK,Denise Merrill,8
New Haven,New Haven 17-0-11-097,Secretary,,UNK,Denise Merrill,9
New Haven,New Haven 18-0-11-097,Secretary,,UNK,Denise Merrill,10
New Haven,New Haven 19-1-10-094,Secretary,,UNK,Denise Merrill,10
New Haven,New Haven 19-2-11-094,Secretary,,UNK,Denise Merrill,0
New Haven,New Haven 20-2-10-094,Secretary,,UNK,Denise Merrill,55
New Haven,New Haven 21-1-10-093,Secretary,,UNK,Denise Merrill,12
New Haven,New Haven 22-1-10-093,Secretary,,UNK,Denise Merrill,16
New Haven,New Haven 22-2-10-094,Secretary,,UNK,Denise Merrill,13
New Haven,New Haven 23-0-10-092,Secretary,,UNK,Denise Merrill,16
New Haven,New Haven 24-0-10-092,Secretary,,UNK,Denise Merrill,10
New Haven,New Haven 25-0-10-092,Secretary,,UNK,Denise Merrill,9
New Haven,New Haven 26-0-10-092,Secretary,,UNK,Denise Merrill,23
New Haven,New Haven 27-1-10-092,Secretary,,UNK,Denise Merrill,20
New Haven,New Haven 28-0-10-093,Secretary,,UNK,Denise Merrill,34
New Haven,New Haven 29-0-10-093,Secretary,,UNK,Denise Merrill,12
New Haven,New Haven 30-1-10-093,Secretary,,UNK,Denise Merrill,4
New Haven,New Haven 30-2-10-093,Secretary,,UNK,Denise Merrill,22
New Haven,New Haven CT,Secretary,,UNK,Denise Merrill,512
New Haven,New Haven 01-2-11-094,Secretary,,GRN,Michael DeRosa,9
New Haven,New Haven 02-2-10-093,Secretary,,GRN,Michael DeRosa,25
New Haven,New Haven 03-1-10-092,Secretary,,GRN,Michael DeRosa,8
New Haven,New Haven 03-2-10-093,Secretary,,GRN,Michael DeRosa,4
New Haven,New Haven 04-1-10-095,Secretary,,GRN,Michael DeRosa,8
New Haven,New Haven 04-2-10-116,Secretary,,GRN,Michael DeRosa,3
New Haven,New Haven 05-0-10-095,Secretary,,GRN,Michael DeRosa,7
New Haven,New Haven 06-2-11-095,Secretary,,GRN,Michael DeRosa,3
New Haven,New Haven 06-3-11-095,Secretary,,GRN,Michael DeRosa,2
New Haven,New Haven 07-2-11-096,Secretary,,GRN,Michael DeRosa,57
New Haven,New Haven 08-1-11-095,Secretary,,GRN,Michael DeRosa,8
New Haven,New Haven 08-2-11-096,Secretary,,GRN,Michael DeRosa,39
New Haven,New Haven 09-2-11-096,Secretary,,GRN,Michael DeRosa,31
New Haven,New Haven 10-0-11-096,Secretary,,GRN,Michael DeRosa,66
New Haven,New Haven 11-1-11-097,Secretary,,GRN,Michael DeRosa,9
New Haven,New Haven 11-2-11-097,Secretary,,GRN,Michael DeRosa,9
New Haven,New Haven 11-3-11-097,Secretary,,GRN,Michael DeRosa,7
New Haven,New Haven 12-1-11-096,Secretary,,GRN,Michael DeRosa,7
New Haven,New Haven 12-2-11-097,Secretary,,GRN,Michael DeRosa,11
New Haven,New Haven 13-0-11-097,Secretary,,GRN,Michael DeRosa,31
New Haven,New Haven 14-1-11-095,Secretary,,GRN,Michael DeRosa,27
New Haven,New Haven 15-1-11-095,Secretary,,GRN,Michael DeRosa,10
New Haven,New Haven 16-0-11-095,Secretary,,GRN,Michael DeRosa,2
New Haven,New Haven 17-0-11-097,Secretary,,GRN,Michael DeRosa,25
New Haven,New Haven 18-0-11-097,Secretary,,GRN,Michael DeRosa,52
New Haven,New Haven 19-1-10-094,Secretary,,GRN,Michael DeRosa,15
New Haven,New Haven 19-2-11-094,Secretary,,GRN,Michael DeRosa,13
New Haven,New Haven 20-2-10-094,Secretary,,GRN,Michael DeRosa,4
New Haven,New Haven 21-1-10-093,Secretary,,GRN,Michael DeRosa,2
New Haven,New Haven 22-1-10-093,Secretary,,GRN,Michael DeRosa,13
New Haven,New Haven 22-2-10-094,Secretary,,GRN,Michael DeRosa,9
New Haven,New Haven 23-0-10-092,Secretary,,GRN,Michael DeRosa,11
New Haven,New Haven 24-0-10-092,Secretary,,GRN,Michael DeRosa,20
New Haven,New Haven 25-0-10-092,Secretary,,GRN,Michael DeRosa,63
New Haven,New Haven 26-0-10-092,Secretary,,GRN,Michael DeRosa,32
New Haven,New Haven 27-1-10-092,Secretary,,GRN,Michael DeRosa,11
New Haven,New Haven 28-0-10-093,Secretary,,GRN,Michael DeRosa,14
New Haven,New Haven 29-0-10-093,Secretary,,GRN,Michael DeRosa,10
New Haven,New Haven 30-1-10-093,Secretary,,GRN,Michael DeRosa,6
New Haven,New Haven 30-2-10-093,Secretary,,GRN,Michael DeRosa,1
New Haven,New Haven CT,Secretary,,GRN,Michael DeRosa,684
New Haven,New Haven 01-2-11-094,Treasurer,,R,Tim Herbst,24
New Haven,New Haven 02-2-10-093,Treasurer,,R,Tim Herbst,55
New Haven,New Haven 03-1-10-092,Treasurer,,R,Tim Herbst,25
New Haven,New Haven 03-2-10-093,Treasurer,,R,Tim Herbst,6
New Haven,New Haven 04-1-10-095,Treasurer,,R,Tim Herbst,23
New Haven,New Haven 04-2-10-116,Treasurer,,R,Tim Herbst,5
New Haven,New Haven 05-0-10-095,Treasurer,,R,Tim Herbst,39
New Haven,New Haven 06-2-11-095,Treasurer,,R,Tim Herbst,57
New Haven,New Haven 06-3-11-095,Treasurer,,R,Tim Herbst,8
New Haven,New Haven 07-2-11-096,Treasurer,,R,Tim Herbst,198
New Haven,New Haven 08-1-11-095,Treasurer,,R,Tim Herbst,12
New Haven,New Haven 08-2-11-096,Treasurer,,R,Tim Herbst,97
New Haven,New Haven 09-2-11-096,Treasurer,,R,Tim Herbst,104
New Haven,New Haven 10-0-11-096,Treasurer,,R,Tim Herbst,129
New Haven,New Haven 11-1-11-097,Treasurer,,R,Tim Herbst,88
New Haven,New Haven 11-2-11-097,Treasurer,,R,Tim Herbst,27
New Haven,New Haven 11-3-11-097,Treasurer,,R,Tim Herbst,37
New Haven,New Haven 12-1-11-096,Treasurer,,R,Tim Herbst,48
New Haven,New Haven 12-2-11-097,Treasurer,,R,Tim Herbst,54
New Haven,New Haven 13-0-11-097,Treasurer,,R,Tim Herbst,132
New Haven,New Haven 14-1-11-095,Treasurer,,R,Tim Herbst,56
New Haven,New Haven 15-1-11-095,Treasurer,,R,Tim Herbst,41
